,suburb,rooms,type,price,bathroom,car,month,year,total_2020_incidents
6096,Hadfield,2,h,545000.0,1.0,3.0,05,2016,405
6097,Hadfield,3,t,510000.0,2.0,2.0,04,2016,405
6098,Hadfield,2,h,542500.0,1.0,1.0,09,2016,405
6099,Hadfield,3,h,631500.0,1.0,3.0,06,2016,405
6100,Hadfield,4,h,750074.0,2.0,1.0,11,2016,405
6101,Hadfield,3,h,591000.0,1.0,1.0,05,2016,405
6102,Hadfield,3,h,550000.0,1.0,3.0,05,2016,405
6103,Hadfield,2,h,330000.0,1.0,1.0,05,2016,405
6104,Hadfield,5,h,800000.0,2.0,1.0,04,2016,405
6105,Hadfield,3,h,725000.0,2.0,4.0,09,2016,405
6106,Hadfield,4,h,815000.0,2.0,2.0,02,2017,405
6107,Hadfield,2,h,715888.0,1.0,1.0,02,2017,405
6108,Hadfield,4,h,650000.0,1.0,4.0,07,2016,405
6109,Hadfield,2,t,468000.0,1.0,1.0,07,2016,405
6110,Hadfield,3,h,1102000.0,1.0,2.0,11,2016,405
6111,Hadfield,2,h,515000.0,1.0,2.0,11,2016,405
6112,Hadfield,3,h,716000.0,1.0,2.0,11,2016,405
6113,Hadfield,2,h,640000.0,1.0,1.0,11,2016,405
6114,Hadfield,2,h,460000.0,1.0,4.0,11,2016,405
6115,Hadfield,3,h,725000.0,1.0,2.0,05,2017,405
6116,Hadfield,3,h,740000.0,1.0,4.0,05,2017,405
6117,Hadfield,4,h,880000.0,3.0,2.0,04,2017,405
6118,Hadfield,3,t,630000.0,2.0,1.0,04,2017,405
6119,Hadfield,2,u,500000.0,1.0,2.0,07,2017,405
6120,Hadfield,3,h,731000.0,1.0,2.0,06,2017,405
6121,Hadfield,3,h,827000.0,1.0,2.0,06,2017,405
6122,Hadfield,3,t,627000.0,2.0,2.0,06,2017,405
6123,Hadfield,3,h,785000.0,1.0,1.0,06,2017,405
6124,Hadfield,3,h,810000.0,1.0,2.0,06,2017,405
6125,Hadfield,3,h,870000.0,1.0,6.0,05,2017,405
6126,Hadfield,3,h,735000.0,1.0,1.0,07,2017,405
6127,Hadfield,2,t,595000.0,2.0,1.0,07,2017,405
6128,Hadfield,2,t,539000.0,2.0,2.0,07,2017,405
6129,Hadfield,4,h,741000.0,1.0,2.0,07,2017,405
6130,Hadfield,3,h,550000.0,1.0,2.0,07,2017,405
6131,Hadfield,3,h,860000.0,2.0,2.0,07,2017,405
6132,Hadfield,3,h,750000.0,1.0,3.0,09,2017,405
6133,Hadfield,3,h,720000.0,1.0,1.0,09,2017,405
6134,Hadfield,3,h,800000.0,1.0,3.0,08,2017,405
6135,Hadfield,3,h,850000.0,1.0,2.0,09,2017,405
6136,Hadfield,3,h,760000.0,1.0,1.0,09,2017,405
6137,Hadfield,3,h,788000.0,1.0,2.0,10,2017,405
6138,Hadfield,4,h,925000.0,2.0,2.0,10,2017,405
6139,Hadfield,5,h,1077500.0,3.0,2.0,10,2017,405
6140,Hadfield,2,h,665000.0,2.0,2.0,10,2017,405
6141,Hadfield,3,h,840000.0,1.0,2.0,11,2017,405
6142,Hadfield,3,h,911000.0,1.0,3.0,01,2018,405
6143,Hadfield,3,h,772500.0,2.0,2.0,01,2018,405
6144,Hadfield,2,h,610000.0,1.0,2.0,12,2017,405
6145,Hadfield,4,h,787000.0,2.0,1.0,03,2018,405
6146,Hadfield,3,h,1060000.0,1.0,0.0,03,2018,405
6147,Hadfield,3,h,730000.0,3.0,2.0,02,2018,405
6148,Hadfield,3,h,685000.0,1.0,2.0,03,2018,405
6149,Hadfield,3,h,750000.0,1.0,3.0,02,2018,405
6150,Hadfield,3,h,851000.0,1.0,2.0,02,2018,405
6151,Hampton,2,u,895000.0,1.0,1.0,09,2016,705
6152,Hampton,2,u,587000.0,1.0,1.0,09,2016,705
6153,Hampton,4,h,2800000.0,3.0,2.0,09,2016,705
6154,Hampton,2,u,720000.0,1.0,1.0,09,2016,705
6155,Hampton,4,h,3250000.0,3.0,2.0,09,2016,705
6156,Hampton,4,h,2140000.0,2.0,3.0,12,2016,705
6157,Hampton,4,h,1600000.0,2.0,2.0,12,2016,705
6158,Hampton,3,t,2200000.0,2.0,3.0,12,2016,705
6159,Hampton,3,h,1003500.0,1.0,2.0,12,2016,705
6160,Hampton,2,u,802000.0,1.0,1.0,12,2016,705
6161,Hampton,4,t,1500000.0,1.0,1.0,12,2016,705
6162,Hampton,4,h,1686500.0,2.0,2.0,12,2016,705
6163,Hampton,5,h,1400000.0,2.0,2.0,03,2017,705
6164,Hampton,3,h,1560000.0,1.0,3.0,03,2017,705
6165,Hampton,2,u,680000.0,1.0,2.0,03,2017,705
6166,Hampton,3,h,1715000.0,1.0,2.0,03,2017,705
6167,Hampton,2,u,760000.0,1.0,1.0,08,2016,705
6168,Hampton,2,u,616000.0,1.0,1.0,08,2016,705
6169,Hampton,4,h,1680000.0,1.0,1.0,08,2016,705
6170,Hampton,5,h,2520000.0,4.0,2.0,08,2016,705
6171,Hampton,2,t,890000.0,2.0,2.0,05,2016,705
6172,Hampton,3,h,1120000.0,2.0,3.0,05,2016,705
6173,Hampton,4,h,3200000.0,3.0,3.0,09,2016,705
6174,Hampton,4,h,1250000.0,3.0,2.0,09,2016,705
6175,Hampton,4,h,2420000.0,3.0,2.0,09,2016,705
6176,Hampton,4,h,2000000.0,3.0,4.0,09,2016,705
6177,Hampton,4,h,2880000.0,3.0,2.0,09,2016,705
6178,Hampton,5,h,1805000.0,2.0,2.0,09,2016,705
6179,Hampton,4,h,1460000.0,2.0,2.0,12,2016,705
6180,Hampton,3,h,1403000.0,1.0,2.0,12,2016,705
6181,Hampton,3,h,1682000.0,1.0,1.0,12,2016,705
6182,Hampton,4,h,1875000.0,2.0,3.0,02,2017,705
6183,Hampton,4,h,2600000.0,1.0,2.0,06,2016,705
6184,Hampton,2,u,685000.0,1.0,2.0,06,2016,705
6185,Hampton,4,h,2400000.0,2.0,2.0,11,2016,705
6186,Hampton,5,h,3470000.0,3.0,4.0,11,2016,705
6187,Hampton,2,h,1615000.0,1.0,1.0,11,2016,705
6188,Hampton,4,h,1450000.0,2.0,3.0,11,2016,705
6189,Hampton,2,u,786000.0,1.0,1.0,08,2016,705
6190,Hampton,2,u,742000.0,3.0,2.0,05,2016,705
6191,Hampton,3,h,1050000.0,2.0,2.0,10,2016,705
6192,Hampton,2,h,1690000.0,1.0,1.0,10,2016,705
6193,Hampton,3,u,810000.0,1.0,1.0,10,2016,705
6194,Hampton,3,h,1460000.0,2.0,2.0,10,2016,705
6195,Hampton,3,h,1620000.0,1.0,2.0,10,2016,705
6196,Hampton,3,h,1420000.0,2.0,2.0,07,2016,705
6197,Hampton,4,h,2400000.0,2.0,4.0,09,2016,705
6198,Hampton,5,h,3075000.0,2.0,2.0,09,2016,705
6199,Hampton,5,h,3201000.0,3.0,2.0,03,2017,705
6200,Hampton,2,u,875500.0,2.0,1.0,03,2017,705
6201,Hampton,3,t,1400000.0,2.0,1.0,03,2017,705
6202,Hampton,3,u,1457500.0,2.0,2.0,03,2017,705
6203,Hampton,5,h,2600000.0,4.0,2.0,03,2017,705
6204,Hampton,2,h,1465000.0,1.0,2.0,03,2017,705
6205,Hampton,5,h,1705000.0,2.0,2.0,06,2016,705
6206,Hampton,3,h,1610000.0,1.0,2.0,06,2016,705
6207,Hampton,2,u,750000.0,1.0,2.0,06,2016,705
6208,Hampton,3,h,1320000.0,2.0,2.0,06,2016,705
6209,Hampton,2,u,896000.0,2.0,2.0,11,2016,705
6210,Hampton,3,h,1450000.0,2.0,2.0,11,2016,705
6211,Hampton,2,u,898000.0,1.0,1.0,11,2016,705
6212,Hampton,4,h,1515000.0,2.0,0.0,11,2016,705
6213,Hampton,5,h,2980000.0,3.0,2.0,11,2016,705
6214,Hampton,4,h,2200000.0,3.0,4.0,04,2016,705
6215,Hampton,1,u,500000.0,1.0,1.0,09,2016,705
6216,Hampton,3,t,1100000.0,2.0,1.0,09,2016,705
6217,Hampton,2,u,800000.0,1.0,2.0,02,2017,705
6218,Hampton,4,h,3325000.0,3.0,2.0,02,2017,705
6219,Hampton,2,u,691000.0,1.0,1.0,02,2017,705
6220,Hampton,2,u,450000.0,2.0,1.0,02,2017,705
6221,Hampton,2,u,738000.0,1.0,2.0,07,2016,705
6222,Hampton,3,t,1140000.0,2.0,2.0,07,2016,705
6223,Hampton,2,u,500000.0,1.0,1.0,06,2016,705
6224,Hampton,4,h,1460000.0,3.0,2.0,06,2016,705
6225,Hampton,4,h,2800000.0,3.0,2.0,06,2016,705
6226,Hampton,3,t,820000.0,2.0,2.0,11,2016,705
6227,Hampton,2,t,915500.0,2.0,1.0,11,2016,705
6228,Hampton,4,h,1740000.0,3.0,2.0,11,2016,705
6229,Hampton,1,h,2450000.0,2.0,0.0,11,2016,705
6230,Hampton,4,h,1800000.0,2.0,1.0,05,2016,705
6231,Hampton,4,h,2160000.0,2.0,1.0,05,2016,705
6232,Hampton,3,h,1800000.0,2.0,2.0,08,2016,705
6233,Hampton,3,h,2439500.0,2.0,2.0,08,2016,705
6234,Hampton,4,h,2250000.0,2.0,2.0,08,2016,705
6235,Hampton,4,h,2130000.0,2.0,2.0,07,2016,705
6236,Hampton,3,h,1615000.0,1.0,2.0,05,2017,705
6237,Hampton,3,h,2513000.0,2.0,1.0,05,2017,705
6238,Hampton,4,t,1910000.0,2.0,2.0,05,2017,705
6239,Hampton,3,h,1620000.0,2.0,2.0,05,2017,705
6240,Hampton,2,h,1789000.0,1.0,2.0,05,2017,705
6241,Hampton,2,t,837000.0,2.0,1.0,05,2017,705
6242,Hampton,4,h,2500000.0,3.0,2.0,05,2017,705
6243,Hampton,2,u,665000.0,1.0,1.0,05,2017,705
6244,Hampton,3,h,1560000.0,1.0,1.0,05,2017,705
6245,Hampton,2,u,860000.0,1.0,1.0,04,2017,705
6246,Hampton,3,h,1475000.0,1.0,2.0,04,2017,705
6247,Hampton,2,h,840000.0,1.0,2.0,04,2017,705
6248,Hampton,3,u,1210000.0,2.0,2.0,07,2017,705
6249,Hampton,3,u,970000.0,2.0,2.0,06,2017,705
6250,Hampton,2,u,805000.0,1.0,2.0,06,2017,705
6251,Hampton,3,h,2120000.0,1.0,3.0,06,2017,705
6252,Hampton,3,h,2100000.0,2.0,1.0,06,2017,705
6253,Hampton,4,h,1600000.0,2.0,3.0,06,2017,705
6254,Hampton,3,h,1325000.0,1.0,2.0,06,2017,705
6255,Hampton,4,h,3150000.0,2.0,2.0,06,2017,705
6256,Hampton,2,t,1285000.0,1.0,1.0,06,2017,705
6257,Hampton,2,u,685000.0,1.0,0.0,06,2017,705
6258,Hampton,2,u,878000.0,1.0,1.0,06,2017,705
6259,Hampton,4,h,2905000.0,2.0,2.0,05,2017,705
6260,Hampton,2,h,1695000.0,1.0,2.0,05,2017,705
6261,Hampton,4,h,2550000.0,2.0,2.0,05,2017,705
6262,Hampton,1,u,580000.0,2.0,1.0,07,2017,705
6263,Hampton,3,t,1660000.0,2.0,2.0,07,2017,705
6264,Hampton,2,h,1960000.0,1.0,2.0,07,2017,705
6265,Hampton,3,h,1930000.0,2.0,2.0,07,2017,705
6266,Hampton,3,t,1405000.0,2.0,2.0,07,2017,705
6267,Hampton,2,u,543500.0,1.0,2.0,09,2017,705
6268,Hampton,4,h,2675000.0,2.0,4.0,09,2017,705
6269,Hampton,4,h,2499000.0,2.0,2.0,09,2017,705
6270,Hampton,4,h,1900000.0,3.0,2.0,09,2017,705
6271,Hampton,4,h,2260000.0,2.0,2.0,09,2017,705
6272,Hampton,4,h,3100000.0,3.0,2.0,09,2017,705
6273,Hampton,3,h,1850000.0,1.0,2.0,09,2017,705
6274,Hampton,3,h,2515000.0,2.0,2.0,09,2017,705
6275,Hampton,3,h,1520000.0,1.0,3.0,09,2017,705
6276,Hampton,3,t,1205000.0,1.0,2.0,09,2017,705
6277,Hampton,4,h,2550000.0,2.0,2.0,09,2017,705
6278,Hampton,4,h,2135000.0,2.0,2.0,09,2017,705
6279,Hampton,4,h,1820000.0,2.0,2.0,09,2017,705
6280,Hampton,3,h,1450000.0,1.0,1.0,09,2017,705
6281,Hampton,5,h,2500000.0,4.0,2.0,08,2017,705
6282,Hampton,4,h,1800000.0,1.0,2.0,09,2017,705
6283,Hampton,4,t,2000000.0,3.0,2.0,09,2017,705
6284,Hampton,4,h,2500000.0,2.0,4.0,09,2017,705
6285,Hampton,2,u,842000.0,1.0,1.0,08,2017,705
6286,Hampton,4,h,2086000.0,2.0,2.0,08,2017,705
6287,Hampton,3,h,2095000.0,2.0,1.0,10,2017,705
6288,Hampton,4,t,1720000.0,2.0,3.0,10,2017,705
6289,Hampton,4,t,1550000.0,2.0,2.0,10,2017,705
6290,Hampton,3,t,1745000.0,3.0,1.0,10,2017,705
6291,Hampton,4,h,2000000.0,3.0,2.0,10,2017,705
6292,Hampton,4,h,2025000.0,2.0,2.0,10,2017,705
6293,Hampton,4,t,1750000.0,3.0,2.0,10,2017,705
6294,Hampton,4,t,1750000.0,3.0,2.0,10,2017,705
6295,Hampton,3,h,2670000.0,1.0,2.0,10,2017,705
6296,Hampton,4,h,2600000.0,2.0,2.0,10,2017,705
6297,Hampton,5,h,2200000.0,3.0,2.0,11,2017,705
6298,Hampton,5,h,4500000.0,2.0,4.0,11,2017,705
6299,Hampton,3,h,2390000.0,2.0,2.0,11,2017,705
6300,Hampton,4,h,1900000.0,2.0,2.0,11,2017,705
6301,Hampton,4,h,2610000.0,2.0,3.0,11,2017,705
6302,Hampton,3,h,2000000.0,1.0,2.0,11,2017,705
6303,Hampton,3,t,2440000.0,2.0,4.0,01,2018,705
6304,Hampton,3,h,1500000.0,2.0,2.0,01,2018,705
6305,Hampton,3,h,1006000.0,1.0,1.0,01,2018,705
6306,Hampton,3,h,1100000.0,2.0,2.0,12,2017,705
6307,Hampton,3,t,1180000.0,2.0,2.0,12,2017,705
6308,Hampton,4,h,2160000.0,2.0,2.0,12,2017,705
6309,Hampton,4,h,3100000.0,2.0,2.0,12,2017,705
6310,Hampton,3,t,1125000.0,2.0,2.0,12,2017,705
6311,Hampton,4,h,1825000.0,2.0,2.0,03,2018,705
6312,Hampton,4,h,2450000.0,2.0,1.0,03,2018,705
6313,Hampton,2,t,700000.0,1.0,2.0,03,2018,705
6314,Hampton,2,h,1330000.0,1.0,1.0,03,2018,705
6315,Hampton,2,h,1458000.0,1.0,2.0,03,2018,705
6316,Hampton,4,h,2595000.0,2.0,2.0,03,2018,705
6317,Hampton,4,h,2990000.0,2.0,2.0,02,2018,705
6318,Hampton,2,t,926000.0,1.0,1.0,02,2018,705
6319,Hampton,2,h,2220000.0,1.0,1.0,02,2018,705
6320,Hampton,3,h,1500000.0,2.0,1.0,02,2018,705
6321,Hampton,3,h,2440000.0,2.0,1.0,02,2018,705
6322,Hampton,3,t,1400000.0,2.0,1.0,02,2018,705
6323,Hampton,3,h,1615000.0,2.0,2.0,02,2018,705
6324,Hampton East,2,u,400000.0,1.0,1.0,03,2017,432
6325,Hampton East,3,h,952000.0,2.0,2.0,11,2016,432
6326,Hampton East,3,h,1255000.0,2.0,2.0,08,2016,432
6327,Hampton East,3,t,1020000.0,2.0,2.0,05,2016,432
6328,Hampton East,3,h,926000.0,2.0,2.0,06,2016,432
6329,Hampton East,3,h,1070000.0,1.0,3.0,11,2016,432
6330,Hampton East,2,u,801000.0,1.0,1.0,11,2016,432
6331,Hampton East,3,t,1150000.0,2.0,1.0,08,2016,432
6332,Hampton East,2,u,472000.0,1.0,1.0,02,2017,432
6333,Hampton East,3,h,1471000.0,2.0,2.0,02,2017,432
6334,Hampton East,2,h,830000.0,1.0,2.0,06,2016,432
6335,Hampton East,3,h,1195000.0,1.0,2.0,11,2016,432
6336,Hampton East,4,t,1185000.0,3.0,1.0,05,2016,432
6337,Hampton East,3,h,1300000.0,2.0,2.0,05,2016,432
6338,Hampton East,4,h,1416000.0,2.0,2.0,08,2016,432
6339,Hampton East,4,h,1200000.0,2.0,2.0,08,2016,432
6340,Hampton East,3,u,865000.0,2.0,2.0,08,2016,432
6341,Hampton East,3,h,1140000.0,1.0,2.0,07,2017,432
6342,Hampton East,3,u,957000.0,2.0,2.0,06,2017,432
6343,Hampton East,2,t,771000.0,1.0,1.0,07,2017,432
6344,Hampton East,3,h,1345000.0,1.0,1.0,08,2017,432
6345,Hampton East,2,u,758000.0,1.0,1.0,09,2017,432
6346,Hampton East,3,h,1060000.0,2.0,3.0,09,2017,432
6347,Hampton East,2,t,875000.0,1.0,1.0,09,2017,432
6348,Hampton East,4,h,1125000.0,1.0,1.0,09,2017,432
6349,Hampton East,3,h,1280000.0,1.0,3.0,08,2017,432
6350,Hampton East,3,h,1335000.0,1.0,1.0,08,2017,432
6351,Hampton East,3,h,1451000.0,1.0,1.0,10,2017,432
6352,Hampton East,3,t,1045000.0,2.0,1.0,10,2017,432
6353,Hampton East,3,h,990000.0,2.0,1.0,10,2017,432
6354,Hampton East,4,t,1335000.0,2.0,2.0,10,2017,432
6355,Hampton East,4,h,1487000.0,1.0,3.0,10,2017,432
6356,Hampton East,4,h,1615000.0,1.0,2.0,11,2017,432
6357,Hampton East,4,h,1467000.0,2.0,2.0,11,2017,432
6358,Hampton East,3,h,1246000.0,2.0,3.0,11,2017,432
6359,Hampton East,3,h,1050000.0,1.0,2.0,11,2017,432
6360,Hampton East,4,h,1330000.0,1.0,2.0,01,2018,432
6361,Hampton East,4,t,1415000.0,2.0,2.0,12,2017,432
6362,Hampton East,5,h,1700000.0,3.0,2.0,12,2017,432
6363,Hampton East,3,h,1150000.0,2.0,2.0,12,2017,432
6364,Hampton East,4,t,1070000.0,3.0,2.0,12,2017,432
6365,Hampton East,3,h,1175000.0,2.0,2.0,12,2017,432
6366,Hampton East,3,h,1347000.0,1.0,2.0,12,2017,432
6367,Hampton East,4,h,1710000.0,2.0,2.0,02,2018,432
6368,Hampton East,4,t,1180000.0,3.0,2.0,03,2018,432
6369,Hawthorn,4,h,1650000.0,2.0,2.0,09,2016,1101
6370,Hawthorn,3,h,5100000.0,2.0,3.0,12,2016,1101
6371,Hawthorn,4,h,2670000.0,2.0,1.0,12,2016,1101
6372,Hawthorn,3,h,1480000.0,1.0,0.0,12,2016,1101
6373,Hawthorn,1,u,348000.0,1.0,1.0,12,2016,1101
6374,Hawthorn,1,u,320000.0,1.0,0.0,12,2016,1101
6375,Hawthorn,3,u,1189000.0,1.0,1.0,12,2016,1101
6376,Hawthorn,2,u,610000.0,2.0,1.0,03,2017,1101
6377,Hawthorn,2,u,575000.0,1.0,1.0,03,2017,1101
6378,Hawthorn,2,u,600000.0,1.0,1.0,03,2017,1101
6379,Hawthorn,1,u,492000.0,1.0,1.0,03,2017,1101
6380,Hawthorn,2,u,891000.0,1.0,1.0,06,2016,1101
6381,Hawthorn,2,u,806000.0,1.0,1.0,06,2016,1101
6382,Hawthorn,2,h,1155000.0,1.0,2.0,06,2016,1101
6383,Hawthorn,3,h,2000000.0,2.0,1.0,08,2016,1101
6384,Hawthorn,2,u,500000.0,1.0,1.0,08,2016,1101
6385,Hawthorn,2,u,753000.0,1.0,2.0,05,2016,1101
6386,Hawthorn,1,u,330000.0,1.0,1.0,05,2016,1101
6387,Hawthorn,3,h,1420000.0,1.0,0.0,05,2016,1101
6388,Hawthorn,3,u,956000.0,2.0,2.0,11,2016,1101
6389,Hawthorn,2,u,418000.0,1.0,0.0,11,2016,1101
6390,Hawthorn,2,u,495000.0,1.0,1.0,11,2016,1101
6391,Hawthorn,2,u,525000.0,1.0,1.0,11,2016,1101
6392,Hawthorn,1,u,292000.0,1.0,0.0,11,2016,1101
6393,Hawthorn,2,u,430000.0,1.0,1.0,11,2016,1101
6394,Hawthorn,1,u,365000.0,1.0,1.0,10,2016,1101
6395,Hawthorn,2,u,580000.0,1.0,1.0,10,2016,1101
6396,Hawthorn,3,h,1300000.0,2.0,1.0,10,2016,1101
6397,Hawthorn,3,h,1300000.0,1.0,0.0,10,2016,1101
6398,Hawthorn,2,u,575000.0,2.0,1.0,10,2016,1101
6399,Hawthorn,1,u,335000.0,1.0,1.0,09,2016,1101
6400,Hawthorn,2,u,440000.0,1.0,1.0,09,2016,1101
6401,Hawthorn,3,u,1000000.0,3.0,2.0,09,2016,1101
6402,Hawthorn,4,h,2610000.0,2.0,7.0,09,2016,1101
6403,Hawthorn,3,h,1741000.0,1.0,1.0,09,2016,1101
6404,Hawthorn,3,h,2325000.0,2.0,1.0,09,2016,1101
6405,Hawthorn,2,u,545000.0,1.0,1.0,12,2016,1101
6406,Hawthorn,2,u,655000.0,1.0,1.0,12,2016,1101
6407,Hawthorn,2,h,2920000.0,1.0,3.0,12,2016,1101
6408,Hawthorn,1,u,488000.0,1.0,1.0,12,2016,1101
6409,Hawthorn,3,h,1510000.0,2.0,2.0,12,2016,1101
6410,Hawthorn,1,u,450000.0,1.0,1.0,03,2017,1101
6411,Hawthorn,3,h,2065000.0,1.0,1.0,06,2016,1101
6412,Hawthorn,1,u,350000.0,1.0,1.0,11,2016,1101
6413,Hawthorn,2,u,645000.0,1.0,1.0,11,2016,1101
6414,Hawthorn,3,t,1400000.0,2.0,2.0,11,2016,1101
6415,Hawthorn,3,h,1712000.0,1.0,1.0,11,2016,1101
6416,Hawthorn,2,u,520000.0,1.0,1.0,08,2016,1101
6417,Hawthorn,1,u,480000.0,1.0,1.0,08,2016,1101
6418,Hawthorn,2,u,630000.0,1.0,1.0,08,2016,1101
6419,Hawthorn,4,h,3225000.0,2.0,2.0,08,2016,1101
6420,Hawthorn,2,u,517000.0,1.0,1.0,05,2016,1101
6421,Hawthorn,1,u,320000.0,1.0,1.0,10,2016,1101
6422,Hawthorn,2,h,1828500.0,1.0,0.0,10,2016,1101
6423,Hawthorn,1,u,400000.0,1.0,1.0,10,2016,1101
6424,Hawthorn,4,u,1650000.0,2.0,3.0,10,2016,1101
6425,Hawthorn,5,h,3950000.0,2.0,3.0,04,2016,1101
6426,Hawthorn,2,u,587500.0,1.0,1.0,07,2016,1101
6427,Hawthorn,2,u,560000.0,1.0,1.0,07,2016,1101
6428,Hawthorn,4,h,1936000.0,2.0,1.0,09,2016,1101
6429,Hawthorn,5,h,4250000.0,4.0,3.0,09,2016,1101
6430,Hawthorn,5,h,3500000.0,1.0,3.0,09,2016,1101
6431,Hawthorn,2,u,487500.0,1.0,1.0,09,2016,1101
6432,Hawthorn,3,u,630000.0,1.0,1.0,03,2017,1101
6433,Hawthorn,3,h,1560000.0,2.0,0.0,03,2017,1101
6434,Hawthorn,2,h,2265000.0,1.0,1.0,03,2017,1101
6435,Hawthorn,3,u,840000.0,2.0,2.0,03,2017,1101
6436,Hawthorn,3,h,1780000.0,3.0,2.0,03,2017,1101
6437,Hawthorn,2,u,605000.0,1.0,1.0,03,2017,1101
6438,Hawthorn,2,u,535000.0,1.0,1.0,06,2016,1101
6439,Hawthorn,2,u,815000.0,1.0,1.0,06,2016,1101
6440,Hawthorn,3,u,1975000.0,2.0,1.0,06,2016,1101
6441,Hawthorn,2,u,445000.0,1.0,1.0,06,2016,1101
6442,Hawthorn,2,u,663000.0,1.0,1.0,11,2016,1101
6443,Hawthorn,2,u,657500.0,1.0,1.0,11,2016,1101
6444,Hawthorn,4,h,5050000.0,4.0,2.0,11,2016,1101
6445,Hawthorn,1,u,445000.0,1.0,1.0,11,2016,1101
6446,Hawthorn,2,u,750000.0,1.0,1.0,11,2016,1101
6447,Hawthorn,3,h,1180000.0,1.0,3.0,11,2016,1101
6448,Hawthorn,2,u,470000.0,1.0,1.0,05,2016,1101
6449,Hawthorn,2,u,485000.0,1.0,1.0,05,2016,1101
6450,Hawthorn,1,u,290000.0,1.0,1.0,05,2016,1101
6451,Hawthorn,4,h,1800000.0,2.0,4.0,08,2016,1101
6452,Hawthorn,2,u,805000.0,1.0,1.0,08,2016,1101
6453,Hawthorn,3,h,1855000.0,1.0,1.0,08,2016,1101
6454,Hawthorn,3,h,1377000.0,1.0,2.0,08,2016,1101
6455,Hawthorn,2,u,665000.0,1.0,3.0,04,2016,1101
6456,Hawthorn,2,u,751000.0,1.0,1.0,09,2016,1101
6457,Hawthorn,3,h,1551000.0,1.0,1.0,09,2016,1101
6458,Hawthorn,1,u,415000.0,1.0,1.0,09,2016,1101
6459,Hawthorn,2,u,743000.0,1.0,2.0,09,2016,1101
6460,Hawthorn,2,h,1535000.0,1.0,0.0,02,2017,1101
6461,Hawthorn,2,u,612500.0,1.0,1.0,02,2017,1101
6462,Hawthorn,3,h,2410000.0,2.0,0.0,02,2017,1101
6463,Hawthorn,2,u,690000.0,1.0,1.0,02,2017,1101
6464,Hawthorn,2,u,695000.0,1.0,1.0,07,2016,1101
6465,Hawthorn,2,u,715000.0,1.0,1.0,11,2016,1101
6466,Hawthorn,3,h,2375000.0,2.0,2.0,11,2016,1101
6467,Hawthorn,2,u,530000.0,1.0,1.0,11,2016,1101
6468,Hawthorn,3,h,1980000.0,2.0,1.0,11,2016,1101
6469,Hawthorn,2,t,1055000.0,2.0,1.0,11,2016,1101
6470,Hawthorn,4,h,1976000.0,2.0,2.0,11,2016,1101
6471,Hawthorn,1,u,382000.0,1.0,1.0,05,2016,1101
6472,Hawthorn,1,u,499000.0,1.0,1.0,05,2016,1101
6473,Hawthorn,2,u,495000.0,1.0,1.0,05,2016,1101
6474,Hawthorn,5,h,3750000.0,3.0,2.0,05,2016,1101
6475,Hawthorn,3,h,1400000.0,2.0,1.0,08,2016,1101
6476,Hawthorn,1,u,370000.0,1.0,1.0,08,2016,1101
6477,Hawthorn,2,u,627500.0,2.0,2.0,08,2016,1101
6478,Hawthorn,2,u,710000.0,2.0,1.0,08,2016,1101
6479,Hawthorn,1,u,485000.0,1.0,1.0,08,2016,1101
6480,Hawthorn,1,u,310000.0,1.0,1.0,08,2016,1101
6481,Hawthorn,3,h,3120000.0,1.0,4.0,08,2016,1101
6482,Hawthorn,2,u,450000.0,1.0,1.0,07,2016,1101
6483,Hawthorn,3,h,2160000.0,2.0,2.0,07,2016,1101
6484,Hawthorn,3,h,1700000.0,1.0,2.0,05,2017,1101
6485,Hawthorn,1,u,440000.0,1.0,1.0,05,2017,1101
6486,Hawthorn,2,u,580000.0,1.0,1.0,04,2017,1101
6487,Hawthorn,1,u,535000.0,1.0,1.0,04,2017,1101
6488,Hawthorn,2,u,635000.0,1.0,1.0,04,2017,1101
6489,Hawthorn,1,u,317500.0,1.0,0.0,04,2017,1101
6490,Hawthorn,1,u,160000.0,1.0,0.0,04,2017,1101
6491,Hawthorn,1,u,360000.0,1.0,1.0,04,2017,1101
6492,Hawthorn,1,h,300000.0,1.0,1.0,05,2017,1101
6493,Hawthorn,2,h,1800000.0,1.0,0.0,05,2017,1101
6494,Hawthorn,1,u,275000.0,1.0,0.0,05,2017,1101
6495,Hawthorn,3,t,1300000.0,2.0,1.0,05,2017,1101
6496,Hawthorn,3,h,1525000.0,1.0,0.0,05,2017,1101
6497,Hawthorn,2,h,1620000.0,1.0,1.0,05,2017,1101
6498,Hawthorn,3,h,1985000.0,2.0,1.0,05,2017,1101
6499,Hawthorn,3,h,1750000.0,1.0,4.0,05,2017,1101
6500,Hawthorn,4,h,2100000.0,1.0,2.0,05,2017,1101
6501,Hawthorn,2,u,560000.0,1.0,0.0,04,2017,1101
6502,Hawthorn,1,u,395000.0,1.0,1.0,07,2017,1101
6503,Hawthorn,3,u,1000000.0,1.0,1.0,07,2017,1101
6504,Hawthorn,2,u,450000.0,1.0,1.0,07,2017,1101
6505,Hawthorn,4,h,2900000.0,1.0,3.0,07,2017,1101
6506,Hawthorn,2,u,450000.0,1.0,1.0,07,2017,1101
6507,Hawthorn,3,u,690000.0,1.0,1.0,06,2017,1101
6508,Hawthorn,2,u,1022000.0,1.0,1.0,06,2017,1101
