Suburb,Rooms,Type,Price,Postcode,Bathroom,Car,Landsize,Year,Month,Day,Crime Average
glen iris,5,0,2825000.0,3146.0,4.0,4.0,802.0,2016,8,17,429.0
glen iris,3,0,2825000.0,3146.0,2.0,4.0,885.0,2016,8,17,429.0
glen iris,4,0,1825000.0,3146.0,3.0,2.0,366.0,2016,8,17,429.0
glen iris,1,1,328000.0,3146.0,1.0,0.0,0.0,2017,2,18,429.0
glen iris,4,0,2016000.0,3146.0,2.0,3.0,733.0,2017,2,18,429.0
glen iris,5,0,3085000.0,3146.0,3.0,3.0,778.0,2017,2,18,429.0
glen iris,3,0,1710000.0,3146.0,1.0,3.0,557.0,2017,2,18,429.0
glen iris,3,0,1770000.0,3146.0,1.0,3.0,603.0,2017,2,18,429.0
glen iris,3,0,1765000.0,3146.0,1.0,2.0,650.0,2017,2,18,429.0
glen iris,2,1,511000.0,3146.0,1.0,1.0,0.0,2016,5,18,429.0
glen iris,3,0,2000000.0,3146.0,1.0,2.0,821.0,2016,5,18,429.0
glen iris,2,0,1600000.0,3146.0,2.0,2.0,718.0,2016,5,18,429.0
glen iris,3,0,1880000.0,3146.0,2.0,2.0,668.0,2016,5,18,429.0
glen iris,5,0,2352500.0,3146.0,3.0,2.0,642.0,2016,10,19,429.0
glen iris,5,0,3860000.0,3146.0,4.0,2.0,830.0,2016,10,19,429.0
glen iris,4,0,2625000.0,3146.0,3.0,2.0,840.0,2016,10,19,429.0
glen iris,2,1,856500.0,3146.0,1.0,1.0,0.0,2016,10,19,429.0
glen iris,5,0,1650000.0,3146.0,2.0,2.0,400.0,2016,4,22,429.0
glen iris,2,2,600000.0,3146.0,1.0,1.0,0.0,2016,7,22,429.0
glen iris,2,1,690000.0,3146.0,1.0,2.0,166.0,2016,8,24,429.0
glen iris,3,2,1200000.0,3146.0,2.0,2.0,541.0,2016,8,24,429.0
glen iris,4,0,3010000.0,3146.0,3.0,2.0,677.0,2016,8,24,429.0
glen iris,2,1,785000.0,3146.0,1.0,1.0,0.0,2016,8,24,429.0
glen iris,4,0,1950000.0,3146.0,2.0,2.0,775.0,2017,1,25,429.0
glen iris,3,0,2200000.0,3146.0,1.0,2.0,700.0,2017,1,25,429.0
glen iris,3,0,1751000.0,3146.0,1.0,3.0,609.0,2017,1,25,429.0
glen iris,4,0,1857000.0,3146.0,2.0,3.0,548.0,2017,1,25,429.0
glen iris,1,1,375000.0,3146.0,1.0,1.0,602.0,2017,1,25,429.0
glen iris,2,1,720000.0,3146.0,1.0,2.0,0.0,2017,1,25,429.0
glen iris,3,0,1500000.0,3146.0,1.0,3.0,401.0,2017,1,25,429.0
glen iris,4,0,2725000.0,3146.0,3.0,2.0,603.0,2017,1,25,429.0
glen iris,2,0,1723000.0,3146.0,1.0,1.0,553.0,2016,6,26,429.0
glen iris,2,1,529500.0,3146.0,1.0,1.0,0.0,2016,6,26,429.0
glen iris,3,0,2800000.0,3146.0,1.0,2.0,762.0,2016,6,26,429.0
glen iris,3,0,1665000.0,3146.0,1.0,2.0,685.0,2016,5,27,429.0
glen iris,2,1,600000.0,3146.0,1.0,1.0,0.0,2016,5,27,429.0
glen iris,3,0,1420000.0,3146.0,1.0,2.0,615.0,2016,5,27,429.0
glen iris,3,0,1550000.0,3146.0,2.0,2.0,307.0,2016,10,27,429.0
glen iris,1,1,420000.0,3146.0,1.0,1.0,805.0,2016,10,27,429.0
glen iris,4,0,1920000.0,3146.0,2.0,2.0,706.0,2016,10,27,429.0
glen iris,5,0,2100000.0,3146.0,3.0,2.0,696.0,2016,10,27,429.0
glen iris,5,0,2410000.0,3146.0,2.0,2.0,654.0,2016,10,27,429.0
glen iris,4,0,2100000.0,3146.0,2.0,2.0,645.0,2016,10,27,429.0
glen iris,4,0,2950000.0,3146.0,2.0,2.0,1485.0,2016,10,27,429.0
glen iris,2,1,390000.0,3146.0,1.0,1.0,0.0,2016,4,28,429.0
glen iris,5,0,3365000.0,3146.0,2.0,2.0,1339.0,2016,4,28,429.0
glen iris,4,0,1390000.0,3146.0,2.0,3.0,397.0,2016,4,28,429.0
glen iris,4,0,1802000.0,3146.0,3.0,2.0,394.0,2016,4,28,429.0
glen iris,3,0,1310000.0,3146.0,1.0,2.0,464.0,2016,7,28,429.0
glen iris,3,0,1931000.0,3146.0,2.0,2.0,648.0,2016,7,28,429.0
glen iris,4,0,2000000.0,3146.0,2.0,4.0,401.0,2016,7,28,429.0
glen iris,2,0,1250000.0,3146.0,1.0,2.0,438.0,2016,7,28,429.0
glen iris,5,0,2400000.0,3146.0,3.0,2.0,709.0,2016,6,30,429.0
glen iris,2,1,460000.0,3146.0,1.0,1.0,0.0,2016,6,30,429.0
glenroy,3,0,610000.0,3046.0,1.0,2.0,696.0,2016,2,9,1568.0
glenroy,3,0,610000.0,3046.0,1.0,3.0,640.0,2016,2,12,1568.0
glenroy,3,2,555000.0,3046.0,2.0,2.0,244.0,2016,2,12,1568.0
glenroy,3,0,500000.0,3046.0,1.0,1.0,336.0,2016,2,12,1568.0
glenroy,3,0,806500.0,3046.0,1.0,2.0,766.0,2016,2,12,1568.0
glenroy,5,0,1150000.0,3046.0,3.0,2.0,700.0,2016,2,12,1568.0
glenroy,5,0,850000.0,3046.0,3.0,1.0,487.0,2017,3,3,1568.0
glenroy,4,0,550000.0,3046.0,2.0,1.0,683.0,2017,3,3,1568.0
glenroy,3,0,822000.0,3046.0,1.0,4.0,700.0,2017,3,3,1568.0
glenroy,3,0,980000.0,3046.0,2.0,3.0,1029.0,2017,3,3,1568.0
glenroy,3,0,670000.0,3046.0,1.0,1.0,652.0,2016,5,8,1568.0
glenroy,2,1,430000.0,3046.0,1.0,1.0,164.0,2016,5,8,1568.0
glenroy,2,0,852500.0,3046.0,1.0,2.0,832.0,2016,5,8,1568.0
glenroy,4,0,1025000.0,3046.0,2.0,4.0,1011.0,2016,5,8,1568.0
glenroy,2,0,540000.0,3046.0,1.0,1.0,164.0,2016,6,5,1568.0
glenroy,2,0,530000.0,3046.0,1.0,2.0,643.0,2016,6,11,1568.0
glenroy,3,0,721000.0,3046.0,1.0,2.0,674.0,2016,7,10,1568.0
glenroy,3,0,737000.0,3046.0,1.0,4.0,640.0,2016,7,10,1568.0
glenroy,3,0,575500.0,3046.0,1.0,1.0,701.0,2016,7,10,1568.0
glenroy,3,0,600000.0,3046.0,1.0,2.0,702.0,2016,7,10,1568.0
glenroy,3,0,460000.0,3046.0,2.0,2.0,224.0,2016,7,10,1568.0
glenroy,3,2,370000.0,3046.0,2.0,1.0,259.0,2016,7,10,1568.0
glenroy,3,0,691000.0,3046.0,1.0,2.0,753.0,2016,9,9,1568.0
glenroy,3,0,500000.0,3046.0,1.0,1.0,589.0,2016,9,9,1568.0
glenroy,3,2,545000.0,3046.0,2.0,1.0,136.0,2016,9,9,1568.0
glenroy,3,0,670000.0,3046.0,1.0,4.0,734.0,2016,9,12,1568.0
glenroy,3,0,572000.0,3046.0,1.0,2.0,627.0,2016,9,12,1568.0
glenroy,4,0,702000.0,3046.0,1.0,4.0,606.0,2016,9,12,1568.0
glenroy,2,0,730000.0,3046.0,1.0,1.0,705.0,2016,9,12,1568.0
glenroy,3,0,711500.0,3046.0,1.0,3.0,667.0,2016,9,12,1568.0
glenroy,3,0,820000.0,3046.0,2.0,4.0,805.0,2016,9,12,1568.0
glenroy,5,0,810000.0,3046.0,4.0,4.0,695.0,2017,10,3,1568.0
glenroy,2,1,250000.0,3046.0,1.0,1.0,0.0,2016,11,11,1568.0
glenroy,3,2,460000.0,3046.0,1.0,1.0,325.0,2016,11,11,1568.0
glenroy,3,0,793000.0,3046.0,1.0,2.0,780.0,2016,11,11,1568.0
glenroy,2,1,340000.0,3046.0,1.0,1.0,0.0,2016,11,11,1568.0
glenroy,3,0,596000.0,3046.0,1.0,3.0,624.0,2016,11,11,1568.0
glenroy,3,0,447500.0,3046.0,1.0,1.0,320.0,2016,9,15,1568.0
glenroy,3,0,588000.0,3046.0,1.0,1.0,616.0,2016,9,15,1568.0
glenroy,3,0,420000.0,3046.0,1.0,2.0,0.0,2016,9,15,1568.0
glenroy,2,1,410000.0,3046.0,1.0,2.0,200.0,2016,9,15,1568.0
glenroy,3,0,688000.0,3046.0,1.0,4.0,700.0,2016,9,15,1568.0
glenroy,3,0,612500.0,3046.0,2.0,3.0,635.0,2016,9,15,1568.0
glenroy,3,0,525000.0,3046.0,1.0,1.0,665.0,2016,3,16,1568.0
glenroy,3,0,703000.0,3046.0,1.0,4.0,704.0,2016,8,17,1568.0
glenroy,4,2,608000.0,3046.0,2.0,1.0,252.0,2016,8,17,1568.0
glenroy,5,0,705000.0,3046.0,3.0,2.0,612.0,2016,8,17,1568.0
glenroy,2,1,320500.0,3046.0,1.0,1.0,3056.0,2016,8,17,1568.0
glenroy,3,0,577000.0,3046.0,1.0,2.0,706.0,2017,2,18,1568.0
glenroy,2,1,230000.0,3046.0,1.0,1.0,1996.0,2017,2,18,1568.0
glenroy,4,2,607000.0,3046.0,3.0,2.0,0.0,2017,2,18,1568.0
glenroy,3,0,765500.0,3046.0,2.0,2.0,780.0,2016,5,18,1568.0
glenroy,3,1,470000.0,3046.0,1.0,2.0,187.0,2016,5,18,1568.0
glenroy,3,1,482500.0,3046.0,1.0,1.0,265.0,2016,5,18,1568.0
glenroy,3,0,580000.0,3046.0,1.0,2.0,650.0,2016,10,19,1568.0
glenroy,2,2,434500.0,3046.0,1.0,1.0,125.0,2016,10,19,1568.0
glenroy,2,1,620250.0,3046.0,1.0,2.0,253.0,2016,10,19,1568.0
glenroy,3,0,710000.0,3046.0,1.0,1.0,796.0,2016,10,19,1568.0
glenroy,4,0,630000.0,3046.0,1.0,2.0,630.0,2016,4,22,1568.0
glenroy,2,2,420000.0,3046.0,1.0,1.0,307.0,2016,4,22,1568.0
glenroy,3,0,600000.0,3046.0,1.0,4.0,541.0,2016,4,22,1568.0
glenroy,3,2,550000.0,3046.0,2.0,2.0,212.0,2016,7,22,1568.0
glenroy,3,1,460000.0,3046.0,2.0,1.0,190.0,2016,7,22,1568.0
glenroy,4,0,600000.0,3046.0,1.0,2.0,586.0,2016,3,23,1568.0
glenroy,4,0,1217500.0,3046.0,3.0,2.0,693.0,2016,8,24,1568.0
glenroy,3,0,600000.0,3046.0,1.0,2.0,599.0,2016,8,24,1568.0
glenroy,3,0,570000.0,3046.0,2.0,2.0,585.0,2016,8,24,1568.0
glenroy,4,0,655000.0,3046.0,1.0,2.0,695.0,2016,8,24,1568.0
glenroy,3,0,500000.0,3046.0,1.0,4.0,677.0,2017,1,25,1568.0
glenroy,3,0,762700.0,3046.0,1.0,4.0,597.0,2017,1,25,1568.0
glenroy,2,1,465000.0,3046.0,1.0,1.0,176.0,2017,1,25,1568.0
glenroy,2,0,741250.0,3046.0,1.0,1.0,668.0,2017,1,25,1568.0
glenroy,2,2,488500.0,3046.0,2.0,1.0,190.0,2016,5,27,1568.0
glenroy,4,0,787500.0,3046.0,2.0,2.0,650.0,2016,5,27,1568.0
glenroy,2,1,442000.0,3046.0,1.0,1.0,245.0,2016,5,27,1568.0
glenroy,4,0,1000000.0,3046.0,2.0,8.0,977.0,2016,10,27,1568.0
glenroy,2,0,726335.0,3046.0,1.0,2.0,590.0,2016,10,27,1568.0
glenroy,4,0,630000.0,3046.0,2.0,2.0,602.0,2016,10,27,1568.0
glenroy,3,0,670000.0,3046.0,1.0,3.0,705.0,2016,10,27,1568.0
glenroy,2,0,417000.0,3046.0,1.0,1.0,172.0,2016,10,27,1568.0
glenroy,3,2,600000.0,3046.0,1.0,2.0,258.0,2016,10,27,1568.0
glenroy,3,2,440000.0,3046.0,2.0,1.0,215.0,2016,4,28,1568.0
glenroy,3,0,501000.0,3046.0,1.0,1.0,348.0,2016,4,28,1568.0
glenroy,3,0,660000.0,3046.0,1.0,2.0,657.0,2016,7,28,1568.0
glenroy,3,0,722000.0,3046.0,1.0,3.0,781.0,2016,7,28,1568.0
glenroy,2,0,270000.0,3046.0,1.0,1.0,155.0,2016,6,30,1568.0
glenroy,4,0,825000.0,3046.0,2.0,4.0,768.0,2016,6,30,1568.0
glenroy,4,0,638000.0,3046.0,2.0,1.0,624.0,2016,6,30,1568.0
gowanbrae,3,0,631000.0,3043.0,2.0,2.0,608.0,2016,2,9,70.0
gowanbrae,3,2,532000.0,3043.0,2.0,1.0,149.0,2016,2,9,70.0
gowanbrae,3,0,500000.0,3043.0,2.0,1.0,140.0,2017,3,3,70.0
gowanbrae,3,0,504000.0,3043.0,2.0,1.0,215.0,2016,5,8,70.0
gowanbrae,3,2,468000.0,3043.0,2.0,2.0,178.0,2016,6,5,70.0
gowanbrae,4,0,802500.0,3043.0,2.0,2.0,0.0,2016,11,11,70.0
gowanbrae,4,0,709000.0,3043.0,2.0,2.0,453.0,2016,4,14,70.0
gowanbrae,3,0,700000.0,3043.0,2.0,2.0,691.0,2016,3,16,70.0
gowanbrae,3,0,485000.0,3043.0,2.0,1.0,175.0,2016,3,16,70.0
gowanbrae,3,0,540000.0,3043.0,2.0,1.0,367.0,2016,10,19,70.0
gowanbrae,3,0,390000.0,3043.0,2.0,1.0,158.0,2016,3,23,70.0
gowanbrae,4,0,800000.0,3043.0,2.0,2.0,719.0,2016,6,26,70.0
gowanbrae,3,0,525000.0,3043.0,2.0,1.0,223.0,2016,5,27,70.0
gowanbrae,4,0,740000.0,3043.0,2.0,2.0,453.0,2016,5,27,70.0
hadfield,3,0,605000.0,3046.0,1.0,2.0,597.0,2016,2,9,415.0
hadfield,3,0,685500.0,3046.0,1.0,2.0,724.0,2016,2,9,415.0
hadfield,2,0,610000.0,3046.0,1.0,1.0,394.0,2016,2,12,415.0
hadfield,3,0,630000.0,3046.0,1.0,1.0,604.0,2016,2,12,415.0
hadfield,4,0,870000.0,3046.0,3.0,5.0,591.0,2016,2,12,415.0
hadfield,3,0,810000.0,3046.0,2.0,2.0,592.0,2017,3,3,415.0
hadfield,3,0,840000.0,3046.0,1.0,2.0,608.0,2017,3,3,415.0
hadfield,5,0,585000.0,3046.0,2.0,1.0,590.0,2016,3,6,415.0
hadfield,4,0,772500.0,3046.0,2.0,2.0,595.0,2016,3,6,415.0
hadfield,3,1,465000.0,3046.0,1.0,1.0,225.0,2016,3,6,415.0
hadfield,3,0,719000.0,3046.0,1.0,4.0,692.0,2016,7,10,415.0
hadfield,2,1,487000.0,3046.0,1.0,2.0,198.0,2016,9,9,415.0
hadfield,4,0,700000.0,3046.0,2.0,2.0,700.0,2016,9,9,415.0
hadfield,4,0,600500.0,3046.0,2.0,1.0,462.0,2016,9,9,415.0
hadfield,3,0,730000.0,3046.0,1.0,2.0,570.0,2016,9,12,415.0
hadfield,3,0,800000.0,3046.0,2.0,2.0,565.0,2016,9,12,415.0
hadfield,4,0,918000.0,3046.0,2.0,2.0,763.0,2017,10,2,415.0
hadfield,3,2,750000.0,3046.0,2.0,2.0,301.0,2016,11,6,415.0
hadfield,3,0,740000.0,3046.0,1.0,1.0,568.0,2016,11,11,415.0
hadfield,3,0,721000.0,3046.0,1.0,3.0,539.0,2016,11,11,415.0
hadfield,3,0,646000.0,3046.0,1.0,2.0,574.0,2016,11,11,415.0
hadfield,3,0,545000.0,3046.0,2.0,3.0,230.0,2016,11,11,415.0
hadfield,3,0,770000.0,3046.0,1.0,2.0,700.0,2016,11,11,415.0
hadfield,4,0,777000.0,3046.0,1.0,2.0,700.0,2016,7,13,415.0
hadfield,2,0,722000.0,3046.0,3.0,1.0,580.0,2016,7,13,415.0
hadfield,2,0,545000.0,3046.0,1.0,3.0,591.0,2016,4,14,415.0
hadfield,3,2,510000.0,3046.0,2.0,2.0,234.0,2016,3,16,415.0
hadfield,2,0,542500.0,3046.0,1.0,1.0,359.0,2016,8,17,415.0
hadfield,3,0,631500.0,3046.0,1.0,3.0,593.0,2016,5,18,415.0
hadfield,4,0,750074.0,3046.0,2.0,1.0,302.0,2016,10,19,415.0
hadfield,3,0,591000.0,3046.0,1.0,1.0,557.0,2016,4,22,415.0
hadfield,3,0,550000.0,3046.0,1.0,3.0,610.0,2016,4,22,415.0
hadfield,2,0,330000.0,3046.0,1.0,1.0,249.0,2016,4,22,415.0
hadfield,5,0,800000.0,3046.0,2.0,1.0,808.0,2016,3,23,415.0
hadfield,3,0,725000.0,3046.0,2.0,4.0,560.0,2016,8,24,415.0
hadfield,4,0,815000.0,3046.0,2.0,2.0,672.0,2017,1,25,415.0
hadfield,2,0,715888.0,3046.0,1.0,1.0,613.0,2017,1,25,415.0
hadfield,4,0,650000.0,3046.0,1.0,4.0,588.0,2016,6,26,415.0
hadfield,2,2,468000.0,3046.0,1.0,1.0,137.0,2016,6,26,415.0
hadfield,3,0,1102000.0,3046.0,1.0,2.0,1020.0,2016,10,27,415.0
hadfield,2,0,515000.0,3046.0,1.0,2.0,345.0,2016,10,27,415.0
hadfield,3,0,716000.0,3046.0,1.0,2.0,594.0,2016,10,27,415.0
hadfield,2,0,640000.0,3046.0,1.0,1.0,612.0,2016,10,27,415.0
hadfield,2,0,460000.0,3046.0,1.0,4.0,360.0,2016,10,27,415.0
hampton east,2,1,400000.0,3188.0,1.0,1.0,0.0,2017,3,3,358.0
hampton east,3,0,952000.0,3188.0,2.0,2.0,246.0,2016,11,11,358.0
hampton east,3,0,1255000.0,3188.0,2.0,2.0,614.0,2016,7,13,358.0
hampton east,3,2,1020000.0,3188.0,2.0,2.0,221.0,2016,4,14,358.0
hampton east,3,0,926000.0,3188.0,2.0,2.0,393.0,2016,5,18,358.0
hampton east,3,0,1070000.0,3188.0,1.0,3.0,583.0,2016,10,19,358.0
hampton east,2,1,801000.0,3188.0,1.0,1.0,217.0,2016,10,19,358.0
hampton east,3,2,1150000.0,3188.0,2.0,1.0,0.0,2016,7,22,358.0
hampton east,2,1,472000.0,3188.0,1.0,1.0,215.0,2017,1,25,358.0
hampton east,3,0,1471000.0,3188.0,2.0,2.0,732.0,2017,1,25,358.0
hampton east,2,0,830000.0,3188.0,1.0,2.0,658.0,2016,5,27,358.0
hampton east,3,0,1195000.0,3188.0,1.0,2.0,601.0,2016,10,27,358.0
hampton east,4,2,1185000.0,3188.0,3.0,1.0,300.0,2016,4,28,358.0
hampton east,3,0,1300000.0,3188.0,2.0,2.0,586.0,2016,4,28,358.0
hampton east,4,0,1416000.0,3188.0,2.0,2.0,575.0,2016,7,28,358.0
hampton east,4,0,1200000.0,3188.0,2.0,2.0,0.0,2016,7,28,358.0
hampton east,3,1,865000.0,3188.0,2.0,2.0,317.0,2016,7,28,358.0
hawthorn,4,0,1650000.0,3122.0,2.0,2.0,317.0,2016,2,9,1185.0
hawthorn,3,0,5100000.0,3122.0,2.0,3.0,1038.0,2016,2,12,1185.0
hawthorn,4,0,2670000.0,3122.0,2.0,1.0,336.0,2016,2,12,1185.0
hawthorn,3,0,1480000.0,3122.0,1.0,0.0,228.0,2016,2,12,1185.0
hawthorn,1,1,348000.0,3122.0,1.0,1.0,0.0,2016,2,12,1185.0
hawthorn,1,1,320000.0,3122.0,1.0,0.0,0.0,2016,2,12,1185.0
hawthorn,3,1,1189000.0,3122.0,1.0,1.0,181.0,2016,2,12,1185.0
hawthorn,2,1,610000.0,3122.0,2.0,1.0,85.0,2017,3,3,1185.0
hawthorn,2,1,575000.0,3122.0,1.0,1.0,0.0,2017,3,3,1185.0
hawthorn,2,1,600000.0,3122.0,1.0,1.0,0.0,2017,3,3,1185.0
hawthorn,1,1,492000.0,3122.0,1.0,1.0,0.0,2017,3,3,1185.0
hawthorn,2,1,891000.0,3122.0,1.0,1.0,1585.0,2016,3,6,1185.0
hawthorn,2,1,806000.0,3122.0,1.0,1.0,0.0,2016,3,6,1185.0
hawthorn,2,0,1155000.0,3122.0,1.0,2.0,235.0,2016,3,6,1185.0
hawthorn,3,0,2000000.0,3122.0,2.0,1.0,460.0,2016,5,8,1185.0
hawthorn,2,1,500000.0,3122.0,1.0,1.0,0.0,2016,5,8,1185.0
hawthorn,2,1,753000.0,3122.0,1.0,2.0,0.0,2016,6,5,1185.0
hawthorn,1,1,330000.0,3122.0,1.0,1.0,0.0,2016,6,5,1185.0
hawthorn,3,0,1420000.0,3122.0,1.0,0.0,218.0,2016,6,5,1185.0
hawthorn,3,1,956000.0,3122.0,2.0,2.0,189.0,2016,6,11,1185.0
hawthorn,2,1,418000.0,3122.0,1.0,0.0,1056.0,2016,6,11,1185.0
hawthorn,2,1,495000.0,3122.0,1.0,1.0,0.0,2016,6,11,1185.0
hawthorn,2,1,525000.0,3122.0,1.0,1.0,0.0,2016,6,11,1185.0
hawthorn,1,1,292000.0,3122.0,1.0,0.0,0.0,2016,6,11,1185.0
hawthorn,2,1,430000.0,3122.0,1.0,1.0,1997.0,2016,6,11,1185.0
hawthorn,1,1,365000.0,3122.0,1.0,1.0,0.0,2016,7,10,1185.0
hawthorn,2,1,580000.0,3122.0,1.0,1.0,1089.0,2016,7,10,1185.0
hawthorn,3,0,1300000.0,3122.0,2.0,1.0,341.0,2016,7,10,1185.0
hawthorn,3,0,1300000.0,3122.0,1.0,0.0,232.0,2016,7,10,1185.0
hawthorn,2,1,575000.0,3122.0,2.0,1.0,0.0,2016,7,10,1185.0
hawthorn,1,1,335000.0,3122.0,1.0,1.0,3132.0,2016,9,9,1185.0
hawthorn,2,1,440000.0,3122.0,1.0,1.0,0.0,2016,9,9,1185.0
hawthorn,3,1,1000000.0,3122.0,3.0,2.0,0.0,2016,9,9,1185.0
hawthorn,4,0,2610000.0,3122.0,2.0,7.0,0.0,2016,9,9,1185.0
hawthorn,3,0,1741000.0,3122.0,1.0,1.0,383.0,2016,9,9,1185.0
hawthorn,3,0,2325000.0,3122.0,2.0,1.0,373.0,2016,9,9,1185.0
hawthorn,2,1,545000.0,3122.0,1.0,1.0,0.0,2016,9,12,1185.0
hawthorn,2,1,655000.0,3122.0,1.0,1.0,0.0,2016,9,12,1185.0
hawthorn,2,0,2920000.0,3122.0,1.0,3.0,791.0,2016,9,12,1185.0
hawthorn,1,1,488000.0,3122.0,1.0,1.0,0.0,2016,9,12,1185.0
hawthorn,3,0,1510000.0,3122.0,2.0,2.0,264.0,2016,9,12,1185.0
hawthorn,1,1,450000.0,3122.0,1.0,1.0,0.0,2017,10,3,1185.0
hawthorn,3,0,2065000.0,3122.0,1.0,1.0,351.0,2016,11,6,1185.0
hawthorn,1,1,350000.0,3122.0,1.0,1.0,0.0,2016,11,11,1185.0
hawthorn,2,1,645000.0,3122.0,1.0,1.0,0.0,2016,11,11,1185.0
hawthorn,3,2,1400000.0,3122.0,2.0,2.0,299.0,2016,11,11,1185.0
hawthorn,3,0,1712000.0,3122.0,1.0,1.0,342.0,2016,11,11,1185.0
hawthorn,2,1,520000.0,3122.0,1.0,1.0,0.0,2016,7,13,1185.0
hawthorn,1,1,480000.0,3122.0,1.0,1.0,0.0,2016,7,13,1185.0
hawthorn,2,1,630000.0,3122.0,1.0,1.0,71.0,2016,7,13,1185.0
hawthorn,4,0,3225000.0,3122.0,2.0,2.0,665.0,2016,7,13,1185.0
hawthorn,2,1,517000.0,3122.0,1.0,1.0,0.0,2016,4,14,1185.0
hawthorn,1,1,320000.0,3122.0,1.0,1.0,0.0,2016,9,15,1185.0
hawthorn,2,0,1828500.0,3122.0,1.0,0.0,243.0,2016,9,15,1185.0
hawthorn,1,1,400000.0,3122.0,1.0,1.0,0.0,2016,9,15,1185.0
hawthorn,4,1,1650000.0,3122.0,2.0,3.0,207.0,2016,9,15,1185.0
hawthorn,5,0,3950000.0,3122.0,2.0,3.0,1236.0,2016,3,16,1185.0
hawthorn,2,1,587500.0,3122.0,1.0,1.0,1099.0,2016,6,16,1185.0
hawthorn,2,1,560000.0,3122.0,1.0,1.0,0.0,2016,6,16,1185.0
hawthorn,4,0,1936000.0,3122.0,2.0,1.0,218.0,2016,8,17,1185.0
hawthorn,5,0,4250000.0,3122.0,4.0,3.0,1275.0,2016,8,17,1185.0
hawthorn,5,0,3500000.0,3122.0,1.0,3.0,740.0,2016,8,17,1185.0
hawthorn,2,1,487500.0,3122.0,1.0,1.0,0.0,2016,8,17,1185.0
hawthorn,3,1,630000.0,3122.0,1.0,1.0,0.0,2017,2,18,1185.0
hawthorn,3,0,1560000.0,3122.0,2.0,0.0,198.0,2017,2,18,1185.0
hawthorn,2,0,2265000.0,3122.0,1.0,1.0,460.0,2017,2,18,1185.0
hawthorn,3,1,840000.0,3122.0,2.0,2.0,0.0,2017,2,18,1185.0
hawthorn,3,0,1780000.0,3122.0,3.0,2.0,88.0,2017,2,18,1185.0
hawthorn,2,1,605000.0,3122.0,1.0,1.0,0.0,2017,2,18,1185.0
hawthorn,2,1,535000.0,3122.0,1.0,1.0,1228.0,2016,5,18,1185.0
hawthorn,2,1,815000.0,3122.0,1.0,1.0,0.0,2016,5,18,1185.0
hawthorn,3,1,1975000.0,3122.0,2.0,1.0,0.0,2016,5,18,1185.0
hawthorn,2,1,445000.0,3122.0,1.0,1.0,0.0,2016,5,18,1185.0
hawthorn,2,1,663000.0,3122.0,1.0,1.0,0.0,2016,10,19,1185.0
hawthorn,2,1,657500.0,3122.0,1.0,1.0,728.0,2016,10,19,1185.0
hawthorn,4,0,5050000.0,3122.0,4.0,2.0,905.0,2016,10,19,1185.0
hawthorn,1,1,445000.0,3122.0,1.0,1.0,0.0,2016,10,19,1185.0
hawthorn,2,1,750000.0,3122.0,1.0,1.0,747.0,2016,10,19,1185.0
hawthorn,3,0,1180000.0,3122.0,1.0,3.0,218.0,2016,10,19,1185.0
hawthorn,2,1,470000.0,3122.0,1.0,1.0,0.0,2016,4,22,1185.0
hawthorn,2,1,485000.0,3122.0,1.0,1.0,0.0,2016,4,22,1185.0
hawthorn,1,1,290000.0,3122.0,1.0,1.0,1568.0,2016,4,22,1185.0
hawthorn,4,0,1800000.0,3122.0,2.0,4.0,601.0,2016,7,22,1185.0
hawthorn,2,1,805000.0,3122.0,1.0,1.0,0.0,2016,7,22,1185.0
hawthorn,3,0,1855000.0,3122.0,1.0,1.0,304.0,2016,7,22,1185.0
hawthorn,3,0,1377000.0,3122.0,1.0,2.0,314.0,2016,7,22,1185.0
hawthorn,2,1,665000.0,3122.0,1.0,3.0,0.0,2016,3,23,1185.0
hawthorn,2,1,751000.0,3122.0,1.0,1.0,711.0,2016,8,24,1185.0
hawthorn,3,0,1551000.0,3122.0,1.0,1.0,199.0,2016,8,24,1185.0
hawthorn,1,1,415000.0,3122.0,1.0,1.0,0.0,2016,8,24,1185.0
hawthorn,2,1,743000.0,3122.0,1.0,2.0,0.0,2016,8,24,1185.0
hawthorn,2,0,1535000.0,3122.0,1.0,0.0,243.0,2017,1,25,1185.0
hawthorn,2,1,612500.0,3122.0,1.0,1.0,859.0,2017,1,25,1185.0
hawthorn,3,0,2410000.0,3122.0,2.0,0.0,249.0,2017,1,25,1185.0
hawthorn,2,1,690000.0,3122.0,1.0,1.0,82.0,2017,1,25,1185.0
hawthorn,2,1,695000.0,3122.0,1.0,1.0,3194.0,2016,6,26,1185.0
hawthorn,2,1,715000.0,3122.0,1.0,1.0,0.0,2016,10,27,1185.0
hawthorn,3,0,2375000.0,3122.0,2.0,2.0,472.0,2016,10,27,1185.0
hawthorn,3,0,1980000.0,3122.0,2.0,1.0,151.0,2016,10,27,1185.0
hawthorn,2,2,1055000.0,3122.0,2.0,1.0,191.0,2016,10,27,1185.0
hawthorn,4,0,1976000.0,3122.0,2.0,2.0,410.0,2016,10,27,1185.0
hawthorn,1,1,382000.0,3122.0,1.0,1.0,0.0,2016,4,28,1185.0
hawthorn,1,1,499000.0,3122.0,1.0,1.0,0.0,2016,4,28,1185.0
hawthorn,2,1,495000.0,3122.0,1.0,1.0,0.0,2016,4,28,1185.0
