,suburb,rooms,type,price,bathroom,car,month,year,average_incidents
2061,Braybrook,3,h,565000.0,2.0,1.0,11,2016,2424
2062,Braybrook,3,h,697500.0,2.0,1.0,08,2016,2424
2063,Braybrook,2,h,610000.0,1.0,2.0,05,2017,2424
2064,Braybrook,3,h,925000.0,1.0,2.0,04,2017,2424
2065,Braybrook,2,h,760000.0,1.0,1.0,04,2017,2424
2066,Braybrook,3,h,771000.0,1.0,0.0,05,2017,2424
2067,Braybrook,3,t,441700.0,2.0,1.0,04,2017,2424
2068,Braybrook,4,h,1000000.0,3.0,2.0,04,2017,2424
2069,Braybrook,3,h,730000.0,1.0,3.0,04,2017,2424
2070,Braybrook,3,h,810000.0,1.0,2.0,06,2017,2424
2071,Braybrook,2,h,570000.0,1.0,2.0,06,2017,2424
2072,Braybrook,3,h,797000.0,1.0,2.0,07,2017,2424
2073,Braybrook,5,h,760000.0,2.0,2.0,07,2017,2424
2074,Braybrook,2,h,590000.0,1.0,1.0,07,2017,2424
2075,Braybrook,3,t,560000.0,1.0,1.0,07,2017,2424
2076,Braybrook,3,h,800000.0,1.0,2.0,07,2017,2424
2077,Braybrook,3,h,834500.0,1.0,4.0,09,2017,2424
2078,Braybrook,3,h,865000.0,1.0,1.0,09,2017,2424
2079,Braybrook,3,h,840000.0,1.0,2.0,09,2017,2424
2080,Braybrook,5,h,818000.0,3.0,2.0,09,2017,2424
2081,Braybrook,3,h,1200000.0,1.0,2.0,08,2017,2424
2082,Braybrook,3,h,771000.0,1.0,0.0,10,2017,2424
2083,Braybrook,3,h,785000.0,1.0,3.0,10,2017,2424
2084,Braybrook,3,h,780000.0,1.0,2.0,10,2017,2424
2085,Braybrook,2,h,831500.0,1.0,2.0,10,2017,2424
2086,Braybrook,3,h,800000.0,2.0,2.0,11,2017,2424
2087,Braybrook,3,h,850000.0,2.0,2.0,01,2018,2424
2088,Braybrook,3,h,825000.0,1.0,0.0,12,2017,2424
2089,Braybrook,3,t,700000.0,2.0,2.0,12,2017,2424
2090,Braybrook,3,h,801500.0,1.0,1.0,03,2018,2424
2091,Braybrook,3,h,780000.0,1.0,1.0,03,2018,2424
2092,Braybrook,3,h,910000.0,1.0,2.0,02,2018,2424
2093,Brighton,3,h,1550000.0,2.0,2.0,09,2016,1878
2094,Brighton,3,h,1635000.0,1.0,2.0,09,2016,1878
2095,Brighton,4,h,1830000.0,2.0,2.0,12,2016,1878
2096,Brighton,4,h,3695000.0,3.0,2.0,12,2016,1878
2097,Brighton,2,u,536000.0,1.0,2.0,12,2016,1878
2098,Brighton,4,h,3700000.0,3.0,2.0,12,2016,1878
2099,Brighton,4,h,3775000.0,3.0,2.0,12,2016,1878
2100,Brighton,3,h,1975000.0,1.0,2.0,12,2016,1878
2101,Brighton,2,u,1300000.0,2.0,1.0,03,2017,1878
2102,Brighton,3,h,1390000.0,1.0,2.0,03,2017,1878
2103,Brighton,4,h,4250000.0,3.0,2.0,03,2017,1878
2104,Brighton,4,h,2905000.0,3.0,1.0,03,2017,1878
2105,Brighton,2,u,1300000.0,2.0,2.0,03,2017,1878
2106,Brighton,3,t,1725000.0,2.0,2.0,03,2017,1878
2107,Brighton,3,h,2266000.0,2.0,2.0,03,2017,1878
2108,Brighton,4,h,2910000.0,1.0,2.0,06,2016,1878
2109,Brighton,3,h,2100000.0,2.0,2.0,06,2016,1878
2110,Brighton,6,h,2700000.0,3.0,3.0,06,2016,1878
2111,Brighton,2,u,800000.0,1.0,1.0,06,2016,1878
2112,Brighton,3,t,1750000.0,2.0,2.0,06,2016,1878
2113,Brighton,4,h,1761000.0,2.0,3.0,08,2016,1878
2114,Brighton,3,h,2600000.0,2.0,3.0,08,2016,1878
2115,Brighton,3,h,1302500.0,2.0,2.0,08,2016,1878
2116,Brighton,3,h,1900000.0,0.0,0.0,08,2016,1878
2117,Brighton,5,h,2750000.0,3.0,1.0,05,2016,1878
2118,Brighton,2,u,892500.0,1.0,2.0,05,2016,1878
2119,Brighton,4,h,2145000.0,2.0,1.0,05,2016,1878
2120,Brighton,5,h,3171000.0,2.0,2.0,05,2016,1878
2121,Brighton,2,h,1910000.0,2.0,4.0,05,2016,1878
2122,Brighton,3,t,1850000.0,2.0,2.0,05,2016,1878
2123,Brighton,3,t,1067000.0,0.0,1.0,05,2016,1878
2124,Brighton,3,h,1865000.0,2.0,2.0,05,2016,1878
2125,Brighton,2,u,620000.0,2.0,1.0,11,2016,1878
2126,Brighton,2,u,985000.0,1.0,1.0,11,2016,1878
2127,Brighton,3,t,1475000.0,2.0,2.0,11,2016,1878
2128,Brighton,2,h,502000.0,2.0,0.0,10,2016,1878
2129,Brighton,2,u,700000.0,1.0,1.0,10,2016,1878
2130,Brighton,3,h,2400000.0,2.0,2.0,09,2016,1878
2131,Brighton,2,u,590000.0,1.0,1.0,09,2016,1878
2132,Brighton,3,h,1650000.0,2.0,2.0,09,2016,1878
2133,Brighton,5,h,1562500.0,2.0,2.0,09,2016,1878
2134,Brighton,3,h,2050000.0,3.0,2.0,12,2016,1878
2135,Brighton,4,h,3180000.0,3.0,6.0,12,2016,1878
2136,Brighton,2,t,960000.0,1.0,2.0,12,2016,1878
2137,Brighton,4,h,3320000.0,3.0,2.0,12,2016,1878
2138,Brighton,4,h,2800000.0,3.0,3.0,12,2016,1878
2139,Brighton,3,u,1602000.0,2.0,2.0,12,2016,1878
2140,Brighton,2,u,1300000.0,2.0,2.0,02,2017,1878
2141,Brighton,2,u,1100000.0,1.0,2.0,11,2016,1878
2142,Brighton,3,h,1650000.0,2.0,1.0,11,2016,1878
2143,Brighton,2,h,1102000.0,1.0,2.0,11,2016,1878
2144,Brighton,2,u,575000.0,1.0,1.0,11,2016,1878
2145,Brighton,2,h,1570000.0,1.0,0.0,11,2016,1878
2146,Brighton,3,t,1411000.0,2.0,2.0,11,2016,1878
2147,Brighton,5,h,4700000.0,3.0,2.0,11,2016,1878
2148,Brighton,3,h,1785000.0,2.0,1.0,11,2016,1878
2149,Brighton,2,h,1550000.0,2.0,2.0,11,2016,1878
2150,Brighton,3,h,1875000.0,2.0,2.0,08,2016,1878
2151,Brighton,4,h,2400000.0,2.0,2.0,08,2016,1878
2152,Brighton,3,u,1266000.0,1.0,2.0,08,2016,1878
2153,Brighton,3,u,826000.0,1.0,2.0,05,2016,1878
2154,Brighton,5,h,2730000.0,3.0,2.0,05,2016,1878
2155,Brighton,2,u,900000.0,2.0,1.0,05,2016,1878
2156,Brighton,3,t,1962000.0,2.0,2.0,05,2016,1878
2157,Brighton,4,h,3295888.0,3.0,2.0,10,2016,1878
2158,Brighton,1,u,375000.0,1.0,1.0,10,2016,1878
2159,Brighton,2,u,756000.0,1.0,1.0,10,2016,1878
2160,Brighton,2,u,800000.0,1.0,1.0,04,2016,1878
2161,Brighton,5,h,2100000.0,5.0,2.0,04,2016,1878
2162,Brighton,3,h,1500000.0,2.0,1.0,07,2016,1878
2163,Brighton,2,u,905500.0,1.0,1.0,07,2016,1878
2164,Brighton,3,h,2375000.0,2.0,2.0,09,2016,1878
2165,Brighton,3,h,2275000.0,2.0,1.0,09,2016,1878
2166,Brighton,3,h,1385000.0,1.0,2.0,09,2016,1878
2167,Brighton,2,h,1601000.0,1.0,1.0,09,2016,1878
2168,Brighton,3,h,2020000.0,6.0,2.0,09,2016,1878
2169,Brighton,3,t,1762000.0,2.0,2.0,09,2016,1878
2170,Brighton,3,h,2450000.0,3.0,2.0,03,2017,1878
2171,Brighton,2,u,858000.0,1.0,1.0,03,2017,1878
2172,Brighton,3,t,1427000.0,2.0,1.0,03,2017,1878
2173,Brighton,3,t,2517500.0,3.0,2.0,03,2017,1878
2174,Brighton,4,h,2800000.0,2.0,4.0,03,2017,1878
2175,Brighton,5,h,3700000.0,3.0,4.0,06,2016,1878
2176,Brighton,3,h,1410000.0,1.0,1.0,11,2016,1878
2177,Brighton,4,h,2475000.0,2.0,2.0,11,2016,1878
2178,Brighton,4,h,2700000.0,2.0,2.0,11,2016,1878
2179,Brighton,3,u,1005000.0,1.0,1.0,11,2016,1878
2180,Brighton,4,h,3900000.0,2.0,2.0,05,2016,1878
2181,Brighton,2,u,610000.0,1.0,1.0,05,2016,1878
2182,Brighton,3,u,880000.0,1.0,1.0,05,2016,1878
2183,Brighton,2,u,737000.0,1.0,1.0,05,2016,1878
2184,Brighton,2,h,1532000.0,1.0,2.0,08,2016,1878
2185,Brighton,3,u,1250000.0,2.0,0.0,08,2016,1878
2186,Brighton,3,u,835000.0,2.0,1.0,08,2016,1878
2187,Brighton,3,h,2320000.0,2.0,2.0,09,2016,1878
2188,Brighton,4,h,2000000.0,2.0,2.0,02,2017,1878
2189,Brighton,2,t,1230000.0,2.0,2.0,02,2017,1878
2190,Brighton,3,h,2375000.0,2.0,2.0,02,2017,1878
2191,Brighton,2,t,1037000.0,1.0,2.0,02,2017,1878
2192,Brighton,4,h,3050000.0,4.0,2.0,02,2017,1878
2193,Brighton,4,t,1630000.0,2.0,2.0,02,2017,1878
2194,Brighton,2,h,1701000.0,1.0,2.0,02,2017,1878
2195,Brighton,2,u,760000.0,1.0,2.0,02,2017,1878
2196,Brighton,4,h,2640000.0,2.0,2.0,07,2016,1878
2197,Brighton,2,u,850000.0,1.0,1.0,11,2016,1878
2198,Brighton,1,u,671000.0,1.0,1.0,11,2016,1878
2199,Brighton,4,t,2250000.0,2.0,2.0,11,2016,1878
2200,Brighton,3,h,2900000.0,1.0,1.0,11,2016,1878
2201,Brighton,3,u,1620000.0,2.0,2.0,11,2016,1878
2202,Brighton,3,h,3550000.0,2.0,0.0,11,2016,1878
2203,Brighton,4,h,2750000.0,2.0,2.0,05,2016,1878
2204,Brighton,5,h,3751000.0,3.0,2.0,05,2016,1878
2205,Brighton,3,t,1425000.0,2.0,2.0,05,2016,1878
2206,Brighton,4,h,2405000.0,1.0,2.0,05,2016,1878
2207,Brighton,3,u,1352500.0,2.0,1.0,08,2016,1878
2208,Brighton,3,h,2030000.0,2.0,2.0,08,2016,1878
2209,Brighton,5,h,3105000.0,2.0,2.0,08,2016,1878
2210,Brighton,3,h,1171000.0,2.0,2.0,08,2016,1878
2211,Brighton,2,t,1400000.0,2.0,1.0,08,2016,1878
2212,Brighton,3,h,1600000.0,2.0,2.0,07,2016,1878
2213,Brighton,4,h,1500000.0,2.0,1.0,07,2016,1878
2214,Brighton,3,h,2575000.0,2.0,2.0,04,2017,1878
2215,Brighton,4,t,2900000.0,4.0,2.0,04,2017,1878
2216,Brighton,5,h,5800000.0,4.0,4.0,04,2017,1878
2217,Brighton,3,h,2140000.0,2.0,2.0,04,2017,1878
2218,Brighton,3,h,2225000.0,2.0,2.0,04,2017,1878
2219,Brighton,2,t,975000.0,1.0,1.0,04,2017,1878
2220,Brighton,4,h,4225000.0,2.0,2.0,04,2017,1878
2221,Brighton,3,t,2100000.0,2.0,4.0,04,2017,1878
2222,Brighton,3,u,1392000.0,2.0,1.0,05,2017,1878
2223,Brighton,3,h,2445000.0,3.0,2.0,05,2017,1878
2224,Brighton,2,u,520000.0,1.0,1.0,05,2017,1878
2225,Brighton,4,h,2000000.0,2.0,2.0,05,2017,1878
2226,Brighton,2,h,1350000.0,1.0,1.0,05,2017,1878
2227,Brighton,3,h,1900000.0,2.0,3.0,05,2017,1878
2228,Brighton,2,u,1002500.0,1.0,1.0,05,2017,1878
2229,Brighton,4,h,2415000.0,3.0,2.0,05,2017,1878
2230,Brighton,2,t,1055000.0,1.0,2.0,05,2017,1878
2231,Brighton,3,t,1990000.0,2.0,2.0,04,2017,1878
2232,Brighton,3,h,3025000.0,2.0,4.0,04,2017,1878
2233,Brighton,3,h,1502000.0,1.0,1.0,04,2017,1878
2234,Brighton,3,u,1221000.0,2.0,2.0,04,2017,1878
2235,Brighton,4,h,2550000.0,3.0,2.0,04,2017,1878
2236,Brighton,2,t,1470000.0,1.0,1.0,04,2017,1878
2237,Brighton,3,h,2650000.0,2.0,2.0,07,2017,1878
2238,Brighton,1,u,380000.0,1.0,1.0,07,2017,1878
2239,Brighton,5,h,3250000.0,3.0,2.0,07,2017,1878
2240,Brighton,3,u,1336000.0,2.0,1.0,06,2017,1878
2241,Brighton,2,u,1400000.0,2.0,2.0,06,2017,1878
2242,Brighton,3,h,1175000.0,1.0,3.0,06,2017,1878
2243,Brighton,3,h,1935000.0,2.0,1.0,06,2017,1878
2244,Brighton,3,h,1950000.0,1.0,2.0,06,2017,1878
2245,Brighton,4,h,2250000.0,2.0,1.0,06,2017,1878
2246,Brighton,3,u,897000.0,1.0,1.0,06,2017,1878
2247,Brighton,2,u,855000.0,1.0,1.0,06,2017,1878
2248,Brighton,3,h,2020000.0,2.0,2.0,06,2017,1878
2249,Brighton,3,u,1410000.0,2.0,2.0,06,2017,1878
2250,Brighton,3,h,2655000.0,2.0,2.0,06,2017,1878
2251,Brighton,3,t,3275000.0,2.0,3.0,06,2017,1878
2252,Brighton,3,t,1600000.0,2.0,4.0,05,2017,1878
2253,Brighton,3,h,1211000.0,2.0,1.0,05,2017,1878
2254,Brighton,4,h,3225000.0,3.0,3.0,05,2017,1878
2255,Brighton,4,h,2385000.0,3.0,2.0,05,2017,1878
2256,Brighton,3,u,1370000.0,1.0,2.0,05,2017,1878
2257,Brighton,3,u,1180000.0,2.0,2.0,07,2017,1878
2258,Brighton,5,h,3000000.0,3.0,2.0,08,2017,1878
2259,Brighton,3,h,1900000.0,2.0,1.0,08,2017,1878
2260,Brighton,3,u,1296000.0,1.0,2.0,08,2017,1878
2261,Brighton,4,h,4050000.0,4.0,4.0,08,2017,1878
2262,Brighton,4,h,2210000.0,2.0,1.0,08,2017,1878
2263,Brighton,4,h,2800000.0,3.0,2.0,07,2017,1878
2264,Brighton,1,u,290000.0,1.0,1.0,07,2017,1878
2265,Brighton,2,u,845000.0,1.0,1.0,07,2017,1878
2266,Brighton,1,u,495000.0,1.0,1.0,07,2017,1878
2267,Brighton,2,u,760000.0,1.0,1.0,07,2017,1878
2268,Brighton,3,h,1240000.0,2.0,2.0,07,2017,1878
2269,Brighton,5,h,5500000.0,5.0,2.0,09,2017,1878
2270,Brighton,2,u,617000.0,1.0,1.0,09,2017,1878
2271,Brighton,4,t,1700000.0,3.0,2.0,09,2017,1878
2272,Brighton,3,h,4125000.0,1.0,3.0,09,2017,1878
2273,Brighton,3,h,1850000.0,2.0,2.0,09,2017,1878
2274,Brighton,3,t,2900000.0,2.0,4.0,09,2017,1878
2275,Brighton,3,h,1342000.0,1.0,3.0,09,2017,1878
2276,Brighton,2,u,1105000.0,1.0,1.0,09,2017,1878
2277,Brighton,3,t,1250000.0,2.0,2.0,09,2017,1878
2278,Brighton,3,t,1960000.0,2.0,2.0,09,2017,1878
2279,Brighton,4,h,2410000.0,3.0,4.0,09,2017,1878
2280,Brighton,3,u,1800000.0,2.0,1.0,09,2017,1878
2281,Brighton,4,t,2020000.0,3.0,2.0,08,2017,1878
2282,Brighton,4,h,3100000.0,4.0,4.0,08,2017,1878
2283,Brighton,4,h,1850000.0,3.0,3.0,08,2017,1878
2284,Brighton,3,h,2020000.0,2.0,2.0,08,2017,1878
2285,Brighton,4,h,2770000.0,3.0,2.0,08,2017,1878
2286,Brighton,3,t,1200000.0,1.0,2.0,08,2017,1878
2287,Brighton,4,h,1740000.0,1.0,2.0,08,2017,1878
2288,Brighton,3,h,1900000.0,1.0,2.0,09,2017,1878
2289,Brighton,2,u,974250.0,1.0,2.0,09,2017,1878
2290,Brighton,2,u,630500.0,1.0,1.0,09,2017,1878
2291,Brighton,4,h,3200000.0,3.0,2.0,08,2017,1878
2292,Brighton,2,u,550000.0,2.0,2.0,08,2017,1878
2293,Brighton,4,h,2830000.0,2.0,2.0,08,2017,1878
2294,Brighton,4,h,2260000.0,2.0,2.0,08,2017,1878
2295,Brighton,3,t,1802000.0,2.0,2.0,10,2017,1878
2296,Brighton,4,h,2451000.0,3.0,2.0,10,2017,1878
2297,Brighton,4,h,4690000.0,4.0,2.0,10,2017,1878
2298,Brighton,3,h,2040000.0,3.0,2.0,10,2017,1878
2299,Brighton,4,h,11200000.0,3.0,2.0,10,2017,1878
2300,Brighton,4,t,3820000.0,2.0,2.0,10,2017,1878
2301,Brighton,4,h,3850000.0,2.0,2.0,10,2017,1878
2302,Brighton,4,h,1950000.0,3.0,2.0,10,2017,1878
2303,Brighton,5,h,5410000.0,3.0,3.0,10,2017,1878
2304,Brighton,3,h,1850000.0,2.0,2.0,10,2017,1878
2305,Brighton,3,h,2100000.0,2.0,2.0,10,2017,1878
2306,Brighton,5,h,3600000.0,3.0,2.0,10,2017,1878
2307,Brighton,5,h,4400000.0,4.0,2.0,11,2017,1878
2308,Brighton,2,h,1350000.0,1.0,2.0,11,2017,1878
2309,Brighton,3,h,2230000.0,3.0,3.0,11,2017,1878
2310,Brighton,5,h,3300000.0,2.0,2.0,11,2017,1878
2311,Brighton,5,h,5150000.0,3.0,4.0,11,2017,1878
2312,Brighton,4,h,5500000.0,4.0,2.0,01,2018,1878
2313,Brighton,3,h,2350000.0,2.0,1.0,01,2018,1878
2314,Brighton,3,h,1900000.0,2.0,2.0,01,2018,1878
2315,Brighton,3,t,2650000.0,3.0,2.0,12,2017,1878
2316,Brighton,4,h,2520000.0,3.0,2.0,12,2017,1878
2317,Brighton,3,h,2360000.0,1.0,2.0,12,2017,1878
2318,Brighton,4,h,3520000.0,3.0,2.0,12,2017,1878
2319,Brighton,3,h,1925000.0,2.0,2.0,03,2018,1878
2320,Brighton,4,h,3590000.0,3.0,2.0,03,2018,1878
2321,Brighton,3,h,1826000.0,1.0,1.0,03,2018,1878
2322,Brighton,2,h,1250000.0,1.0,0.0,03,2018,1878
2323,Brighton,4,h,2500000.0,2.0,2.0,03,2018,1878
2324,Brighton,4,h,2300000.0,2.0,1.0,03,2018,1878
2325,Brighton,3,t,1900000.0,2.0,2.0,03,2018,1878
2326,Brighton,3,h,2105000.0,2.0,2.0,02,2018,1878
2327,Brighton,3,t,2525000.0,2.0,3.0,03,2018,1878
2328,Brighton,4,h,3000000.0,3.0,2.0,03,2018,1878
2329,Brighton,5,h,5250000.0,4.0,5.0,03,2018,1878
2330,Brighton,3,h,1770000.0,1.0,1.0,03,2018,1878
2331,Brighton,4,h,1800000.0,2.0,1.0,03,2018,1878
2332,Brighton,2,h,1335000.0,1.0,1.0,02,2018,1878
2333,Brighton,4,h,2710000.0,2.0,2.0,02,2018,1878
2334,Brighton,3,t,1900000.0,2.0,2.0,02,2018,1878
2335,Brighton,5,h,3800000.0,2.0,2.0,02,2018,1878
2336,Brighton East,4,h,1940000.0,2.0,2.0,09,2016,1004
2337,Brighton East,4,h,1850000.0,2.0,2.0,09,2016,1004
2338,Brighton East,3,h,930000.0,1.0,1.0,09,2016,1004
2339,Brighton East,4,h,1310000.0,3.0,2.0,12,2016,1004
2340,Brighton East,2,h,1250000.0,1.0,2.0,12,2016,1004
2341,Brighton East,4,h,2504000.0,2.0,2.0,12,2016,1004
2342,Brighton East,2,u,700000.0,1.0,1.0,12,2016,1004
2343,Brighton East,2,u,750000.0,1.0,3.0,12,2016,1004
2344,Brighton East,3,t,1302500.0,2.0,2.0,03,2017,1004
2345,Brighton East,2,h,1445000.0,1.0,1.0,03,2017,1004
2346,Brighton East,2,h,980000.0,1.0,1.0,06,2016,1004
2347,Brighton East,4,h,1495000.0,2.0,2.0,06,2016,1004
2348,Brighton East,4,h,1825000.0,3.0,2.0,06,2016,1004
2349,Brighton East,5,h,1700000.0,2.0,1.0,06,2016,1004
2350,Brighton East,5,h,1400000.0,3.0,4.0,06,2016,1004
2351,Brighton East,3,h,1075000.0,2.0,2.0,06,2016,1004
2352,Brighton East,3,h,1860000.0,2.0,2.0,08,2016,1004
2353,Brighton East,3,h,1500000.0,2.0,2.0,08,2016,1004
2354,Brighton East,3,t,870000.0,2.0,2.0,08,2016,1004
2355,Brighton East,4,h,2000000.0,2.0,2.0,05,2016,1004
2356,Brighton East,3,h,1400000.0,1.0,3.0,05,2016,1004
2357,Brighton East,3,h,1300000.0,2.0,3.0,05,2016,1004
2358,Brighton East,5,h,1600000.0,2.0,2.0,05,2016,1004
2359,Brighton East,2,h,1780000.0,3.0,2.0,05,2016,1004
2360,Brighton East,5,h,1200000.0,2.0,5.0,05,2016,1004
2361,Brighton East,2,u,775000.0,1.0,1.0,11,2016,1004
2362,Brighton East,3,h,1480000.0,2.0,2.0,11,2016,1004
2363,Brighton East,5,h,2900000.0,4.0,2.0,10,2016,1004
2364,Brighton East,3,h,1590000.0,3.0,2.0,10,2016,1004
2365,Brighton East,4,h,2840000.0,2.0,2.0,09,2016,1004
2366,Brighton East,3,h,1580000.0,2.0,2.0,09,2016,1004
2367,Brighton East,4,t,1100000.0,3.0,2.0,09,2016,1004
2368,Brighton East,2,h,1000000.0,1.0,2.0,09,2016,1004
2369,Brighton East,5,h,2500000.0,3.0,2.0,12,2016,1004
2370,Brighton East,4,h,1700000.0,3.0,4.0,12,2016,1004
2371,Brighton East,3,h,1405000.0,1.0,1.0,12,2016,1004
2372,Brighton East,3,h,1290000.0,1.0,2.0,12,2016,1004
2373,Brighton East,5,h,3207000.0,5.0,3.0,12,2016,1004
2374,Brighton East,3,u,880000.0,2.0,2.0,02,2017,1004
2375,Brighton East,4,h,1920000.0,1.0,1.0,02,2017,1004
2376,Brighton East,3,h,1301000.0,2.0,2.0,11,2016,1004
2377,Brighton East,4,t,2570000.0,3.0,2.0,11,2016,1004
2378,Brighton East,5,h,2550000.0,3.0,2.0,11,2016,1004
2379,Brighton East,5,h,1915000.0,2.0,0.0,08,2016,1004
2380,Brighton East,4,h,1650000.0,3.0,2.0,08,2016,1004
2381,Brighton East,4,h,1530000.0,2.0,1.0,05,2016,1004
2382,Brighton East,2,h,805000.0,1.0,2.0,05,2016,1004
2383,Brighton East,4,h,2050000.0,2.0,4.0,10,2016,1004
2384,Brighton East,5,h,2550000.0,3.0,2.0,10,2016,1004
2385,Brighton East,2,u,905000.0,1.0,2.0,10,2016,1004
2386,Brighton East,3,h,1355000.0,1.0,2.0,10,2016,1004
2387,Brighton East,2,h,1845000.0,1.0,2.0,10,2016,1004
2388,Brighton East,5,h,1760000.0,3.0,2.0,10,2016,1004
2389,Brighton East,5,h,2050000.0,3.0,3.0,10,2016,1004
2390,Brighton East,3,h,1620000.0,2.0,4.0,04,2016,1004
2391,Brighton East,3,t,940000.0,2.0,3.0,04,2016,1004
2392,Brighton East,3,h,1710000.0,3.0,2.0,09,2016,1004
2393,Brighton East,3,h,1800000.0,1.0,1.0,09,2016,1004
2394,Brighton East,4,h,1706000.0,3.0,2.0,09,2016,1004
2395,Brighton East,3,t,1300000.0,2.0,2.0,09,2016,1004
2396,Brighton East,2,u,770000.0,1.0,2.0,03,2017,1004
2397,Brighton East,4,h,2200000.0,2.0,2.0,06,2016,1004
2398,Brighton East,3,h,1400000.0,2.0,2.0,11,2016,1004
2399,Brighton East,3,h,900000.0,2.0,2.0,11,2016,1004
2400,Brighton East,4,h,2150000.0,3.0,2.0,11,2016,1004
2401,Brighton East,4,h,1725000.0,3.0,2.0,11,2016,1004
2402,Brighton East,4,h,1755000.0,2.0,2.0,11,2016,1004
2403,Brighton East,4,h,1650000.0,2.0,4.0,05,2016,1004
2404,Brighton East,4,h,1720000.0,2.0,2.0,05,2016,1004
2405,Brighton East,4,h,1815000.0,2.0,2.0,05,2016,1004
2406,Brighton East,5,h,1450000.0,3.0,2.0,05,2016,1004
2407,Brighton East,1,t,681000.0,1.0,1.0,09,2016,1004
2408,Brighton East,3,t,1511000.0,2.0,2.0,09,2016,1004
2409,Brighton East,2,h,1310000.0,3.0,2.0,09,2016,1004
2410,Brighton East,1,u,340000.0,1.0,1.0,02,2017,1004
2411,Brighton East,3,h,1537000.0,2.0,2.0,02,2017,1004
2412,Brighton East,3,h,1100000.0,1.0,1.0,02,2017,1004
2413,Brighton East,2,h,994000.0,2.0,2.0,02,2017,1004
2414,Brighton East,4,h,1447000.0,1.0,2.0,02,2017,1004
2415,Brighton East,2,u,692000.0,1.0,1.0,07,2016,1004
2416,Brighton East,4,t,1367000.0,2.0,2.0,07,2016,1004
2417,Brighton East,2,u,903000.0,1.0,1.0,11,2016,1004
2418,Brighton East,4,h,2820000.0,4.0,4.0,11,2016,1004
2419,Brighton East,2,h,1813000.0,1.0,2.0,11,2016,1004
2420,Brighton East,5,h,1655000.0,2.0,2.0,11,2016,1004
2421,Brighton East,3,t,1230000.0,2.0,2.0,05,2016,1004
2422,Brighton East,4,h,1389000.0,1.0,2.0,05,2016,1004
2423,Brighton East,2,u,750000.0,1.0,1.0,05,2016,1004
2424,Brighton East,3,u,1245000.0,2.0,1.0,05,2016,1004
2425,Brighton East,4,h,2310000.0,2.0,2.0,05,2016,1004
2426,Brighton East,3,t,1420000.0,2.0,2.0,08,2016,1004
2427,Brighton East,2,u,563000.0,1.0,1.0,07,2016,1004
2428,Brighton East,2,t,1014000.0,1.0,1.0,07,2016,1004
2429,Brighton East,3,u,725000.0,1.0,1.0,04,2017,1004
2430,Brighton East,5,h,2140000.0,2.0,2.0,05,2017,1004
2431,Brighton East,4,h,1630000.0,2.0,1.0,05,2017,1004
2432,Brighton East,2,u,910000.0,1.0,3.0,05,2017,1004
2433,Brighton East,3,h,1975000.0,1.0,2.0,05,2017,1004
2434,Brighton East,3,h,1635000.0,1.0,1.0,05,2017,1004
2435,Brighton East,8,h,1880000.0,3.0,3.0,05,2017,1004
2436,Brighton East,3,h,1743000.0,1.0,2.0,05,2017,1004
2437,Brighton East,3,h,2291000.0,2.0,2.0,05,2017,1004
2438,Brighton East,3,h,1270000.0,1.0,3.0,05,2017,1004
2439,Brighton East,3,h,1400000.0,1.0,2.0,05,2017,1004
2440,Brighton East,3,h,1640000.0,1.0,1.0,04,2017,1004
2441,Brighton East,4,t,1700000.0,3.0,2.0,04,2017,1004
2442,Brighton East,5,h,1900000.0,3.0,2.0,04,2017,1004
2443,Brighton East,3,t,972000.0,2.0,1.0,04,2017,1004
2444,Brighton East,4,t,1731000.0,3.0,2.0,07,2017,1004
2445,Brighton East,5,h,2000000.0,3.0,2.0,06,2017,1004
2446,Brighton East,4,h,2100000.0,3.0,2.0,06,2017,1004
2447,Brighton East,2,h,1410000.0,1.0,2.0,06,2017,1004
2448,Brighton East,4,t,1620000.0,2.0,2.0,06,2017,1004
2449,Brighton East,4,h,2720000.0,3.0,2.0,06,2017,1004
2450,Brighton East,4,h,2525000.0,2.0,2.0,06,2017,1004
2451,Brighton East,3,h,1300000.0,1.0,2.0,06,2017,1004
2452,Brighton East,3,h,1750800.0,4.0,2.0,05,2017,1004
2453,Brighton East,4,h,2300000.0,3.0,2.0,05,2017,1004
2454,Brighton East,4,h,1605000.0,1.0,2.0,05,2017,1004
2455,Brighton East,2,h,1035000.0,1.0,1.0,05,2017,1004
2456,Brighton East,2,u,585000.0,1.0,1.0,07,2017,1004
2457,Brighton East,4,h,1580000.0,1.0,2.0,07,2017,1004
2458,Brighton East,4,h,1655000.0,2.0,4.0,08,2017,1004
2459,Brighton East,4,h,2000000.0,2.0,2.0,08,2017,1004
2460,Brighton East,3,h,2150000.0,1.0,2.0,08,2017,1004
2461,Brighton East,3,h,1680000.0,1.0,2.0,08,2017,1004
2462,Brighton East,2,u,890000.0,1.0,2.0,08,2017,1004
2463,Brighton East,2,u,620000.0,1.0,1.0,07,2017,1004
2464,Brighton East,3,h,1500000.0,2.0,1.0,07,2017,1004
2465,Brighton East,4,h,2515000.0,2.0,2.0,09,2017,1004
2466,Brighton East,2,u,817500.0,1.0,1.0,09,2017,1004
2467,Brighton East,3,h,1590000.0,2.0,3.0,09,2017,1004
2468,Brighton East,3,h,1775000.0,1.0,1.0,09,2017,1004
